unique_id,id,dataset,split,text,source,category,similarity_score,candidate_example,candidate_text,values_indices,json_answer,attributes,attributes_values,values
87829,17817,ae-110k,train,2108Original PUMA Women&#39;s Suede Classic Citi Sneaker Classic SPORTSTYLE SUEDE Basket Badminton Shoes Size 36-39,,,,,,,"{""brand"": ""PUMA"", ""category"": ""tênis esportivo"", ""model"": ""Suede Classic Citi"", ""color"": ""Sportstyle Suede"", ""sizes"": [""36"", ""37"", ""38"", ""39""]}","['brand', 'category', 'model', 'color', 'sizes']","attribute: brand, value: PUMA | attribute: category, value: tênis esportivo | attribute: model, value: Suede Classic Citi | attribute: color, value: Sportstyle Suede | attribute: sizes, value: ['36', '37', '38', '39']","['PUMA', 'tênis esportivo', 'Suede Classic Citi', 'Sportstyle Suede', ['36', '37', '38', '39']]"
2048878,7151,ae-110k,train,YUYU Brand Braid Fishing Line 8 Strands 3000M Japan Material Strong Sea Fresh Water Fishing Rope Wire Fish Tackle 22-185LB,,,,,,,"{""brand"": ""YUYU Brand"", ""category"": ""fishing line"", ""material"": ""wire"", ""strength"": ""22-185LB"", ""length"": ""3000M"", ""strands"": ""8"", ""country_of_origin"": ""Japan""}","['brand', 'category', 'material', 'strength', 'length', 'strands', 'country_of_origin']","attribute: brand, value: YUYU Brand | attribute: category, value: fishing line | attribute: material, value: wire | attribute: strength, value: 22-185LB | attribute: length, value: 3000M | attribute: strands, value: 8 | attribute: country_of_origin, value: Japan","['YUYU Brand', 'fishing line', 'wire', '22-185LB', '3000M', '8', 'Japan']"
1130975,8101,ae-110k,train,Mens Camouflage Shorts Run Training Outdoor Sports Calf-Length Crossfit Sweatpants Man Workout Gym Fitness Sport Short Pants,,,,"{'json_answer': ""{'Item Type': 'Bikini Set', 'Sport Type': 'Swim', 'Pattern Type': 'Print', 'Brand Name': 'CUPSHE'}"", 'text': 'CUPSHE Let Colors Burst Print One-piece Swimsuit Sexy High-waisted Bikini Set Ladies Beach Bathing Suit Swimwear with Cutout'}",CUPSHE Let Colors Burst Print One-piece Swimsuit Sexy High-waisted Bikini Set Ladies Beach Bathing Suit Swimwear with Cutout,,"{""brand"": null, ""category"": ""shorts"", ""color"": ""camuflado"", ""intended_use"": ""treino"", ""length"": ""calf-length"", ""type"": ""calf-length cross fit sweat pants""}","['brand', 'category', 'color', 'intended_use', 'length', 'type']","attribute: brand, value: None | attribute: category, value: shorts | attribute: color, value: camuflado | attribute: intended_use, value: treino | attribute: length, value: calf-length | attribute: type, value: calf-length cross fit sweat pants","[None, 'shorts', 'camuflado', 'treino', 'calf-length', 'calf-length cross fit sweat pants']"
1528257,2891,ae-110k,train,Seven-star Oval mini fishing float bobber rig making fishing floating beans beads fishing accessories no stopper 100PCS/lot,,,,,,,"{""quantity"": ""100PCS/lot"", ""category"": ""fishing accessories"", ""material"": ""beans, beads"", ""features"": ""no stopper""}","['quantity', 'category', 'material', 'features']","attribute: quantity, value: 100PCS/lot | attribute: category, value: fishing accessories | attribute: material, value: beans, beads | attribute: features, value: no stopper","['100PCS/lot', 'fishing accessories', 'beans, beads', 'no stopper']"
2023545,19919,ae-110k,train,Women Girl&#39;s shoe&#39;s Shoes Ballroom/Tango/Salsa/Latin Dance Shoes For Women Girls Ladies Modern Leatherette Four Colors Wholesale,,,,,,,"{""brand"": null, ""category"": ""shoe"", ""color"": ""Four Colors"", ""intended_use"": ""Ballroom/Tango/Salsa/Latin Dance"", ""material"": ""Leatherette""}","['brand', 'category', 'color', 'intended_use', 'material']","attribute: brand, value: None | attribute: category, value: shoe | attribute: color, value: Four Colors | attribute: intended_use, value: Ballroom/Tango/Salsa/Latin Dance | attribute: material, value: Leatherette","[None, 'shoe', 'Four Colors', 'Ballroom/Tango/Salsa/Latin Dance', 'Leatherette']"
1208115,7856,ae-110k,train,New Brand Sexy Professional Women Running Sports Comfortable Shorts Quick Drying Gym Fitness Women Soft Shorts Sweatpants,,,,,,,"{""brand"": ""New Brand"", ""category"": ""shorts"", ""intended_use"": ""running"", ""material"": ""Soft"", ""features"": [""Comfortable"", ""Quick Drying""]}","['brand', 'category', 'intended_use', 'material', 'features']","attribute: brand, value: New Brand | attribute: category, value: shorts | attribute: intended_use, value: running | attribute: material, value: Soft | attribute: features, value: ['Comfortable', 'Quick Drying']","['New Brand', 'shorts', 'running', 'Soft', ['Comfortable', 'Quick Drying']]"
1529689,22262,ae-110k,train,Sexy perspective bikini 2018 new swimsuit ladies swimsuit Brazilian bikini suit beach female Biquini swimsuit ,,,,,,,"{""brand"": null, ""category"": ""biquíni"", ""color"": null, ""sizes"": null, ""material"": null, ""intended_use"": ""praia""}","['brand', 'category', 'color', 'sizes', 'material', 'intended_use']","attribute: brand, value: None | attribute: category, value: biquíni | attribute: color, value: None | attribute: sizes, value: None | attribute: material, value: None | attribute: intended_use, value: praia","[None, 'biquíni', None, None, None, 'praia']"
383487,35837,ae-110k,test,CLIMATE Seaside Trucker Caps Hat New Shark Women Men Caps Cool Hip Hop Summer Colorful Mesh Baseball Cap Hat for Men Women Youth,,,,,,,"{""brand"": ""CLIMATE"", ""category"": ""cap"", ""color"": ""colorful"", ""material"": ""mesh"", ""intended_use"": ""summer""}","['brand', 'category', 'color', 'material', 'intended_use']","attribute: brand, value: CLIMATE | attribute: category, value: cap | attribute: color, value: colorful | attribute: material, value: mesh | attribute: intended_use, value: summer","['CLIMATE', 'cap', 'colorful', 'mesh', 'summer']"
1604150,20614,ae-110k,train,Spinpoler UL Spinning Fishing Rod 2.1m Carbon Fiber Ultralight Lure Rods Lure Weight 0.8g-5g Line Weight 2-5LB Canne Fishing Rod,,,,,,,"{""brand"": ""Spinpoler"", ""category"": ""Fishing rod"", ""length"": ""2.1m"", ""material"": ""Carbon Fiber"", ""line_weight"": ""2-5LB"", ""intended_use"": ""Lure Fishing""}","['brand', 'category', 'length', 'material', 'line_weight', 'intended_use']","attribute: brand, value: Spinpoler | attribute: category, value: Fishing rod | attribute: length, value: 2.1m | attribute: material, value: Carbon Fiber | attribute: line_weight, value: 2-5LB | attribute: intended_use, value: Lure Fishing","['Spinpoler', 'Fishing rod', '2.1m', 'Carbon Fiber', '2-5LB', 'Lure Fishing']"
1281336,5032,ae-110k,train,Outdoor 2-3 Persons Camping Pop Up Tent 78*78in Water Resistant Automatic Instant Tent Single Layer for Hiking Climbing Fishing,,,,,,,"{""brand"": null, ""category"": ""camping"", ""size"": ""78*78in"", ""material"": ""Water Resistant"", ""features"": [""Pop Up"", ""Automatic"", ""Instant"", ""Single Layer""], ""intended_use"": ""Hiking, Climbing, Fishing""}","['brand', 'category', 'size', 'material', 'features', 'intended_use']","attribute: brand, value: None | attribute: category, value: camping | attribute: size, value: 78*78in | attribute: material, value: Water Resistant | attribute: features, value: ['Pop Up', 'Automatic', 'Instant', 'Single Layer'] | attribute: intended_use, value: Hiking, Climbing, Fishing","[None, 'camping', '78*78in', 'Water Resistant', ['Pop Up', 'Automatic', 'Instant', 'Single Layer'], 'Hiking, Climbing, Fishing']"
523173,8250,ae-110k,train,DIQIAN Bodybuilding Men Sport Elastic Sexy Shorts Underwear Fitness Breathable 5 Colors Male Running Shorts Underpants SIze 3XL,,,,,,,"{""brand"": ""DIQIAN"", ""category"": ""shorts"", ""material"": ""elastic"", ""color"": ""5 colors"", ""sizes"": [""3XL""], ""intended_use"": ""Fitness, Running""}","['brand', 'category', 'material', 'color', 'sizes', 'intended_use']","attribute: brand, value: DIQIAN | attribute: category, value: shorts | attribute: material, value: elastic | attribute: color, value: 5 colors | attribute: sizes, value: ['3XL'] | attribute: intended_use, value: Fitness, Running","['DIQIAN', 'shorts', 'elastic', '5 colors', ['3XL'], 'Fitness, Running']"
999825,35480,ae-110k,train,LOCAL LION Running Fanny Pack Water Bottle Holder Black Waist Bag Cycling Waist Pack Jogging Belt Bag for Men Women ,,,,,,,"{""brand"": ""LOCAL LION"", ""category"": ""Fanny pack"", ""color"": ""Black"", ""intended_use"": ""Running, Cycling, Jogging""}","['brand', 'category', 'color', 'intended_use']","attribute: brand, value: LOCAL LION | attribute: category, value: Fanny pack | attribute: color, value: Black | attribute: intended_use, value: Running, Cycling, Jogging","['LOCAL LION', 'Fanny pack', 'Black', 'Running, Cycling, Jogging']"
2042860,14050,ae-110k,train,XABER KIN One-Piece Children Girls Swimsuits Sporting Bathing Suits Swimwear For Girls Kids Beachwear Girls Swimsuit K54-CGR1,,,,"{'json_answer': ""{'Sport Type': 'Swim', 'Brand Name': 'GLANE', 'Gender': 'Girls'}"", 'text': 'GLANE Brief New Kids Baby Girls Bikini Suit for Girl Navy Swimsuit Swimwear Bathing Swimming Clothes Two piece suit Beach Summer'}",GLANE Brief New Kids Baby Girls Bikini Suit for Girl Navy Swimsuit Swimwear Bathing Swimming Clothes Two piece suit Beach Summer,,"{""brand"": ""XABER KIN"", ""category"": ""swimsuit"", ""intended_use"": ""beachwear"", ""gender"": ""girls"", ""material"": null, ""color"": null, ""sizes"": null}","['brand', 'category', 'intended_use', 'gender', 'material', 'color', 'sizes']","attribute: brand, value: XABER KIN | attribute: category, value: swimsuit | attribute: intended_use, value: beachwear | attribute: gender, value: girls | attribute: material, value: None | attribute: color, value: None | attribute: sizes, value: None","['XABER KIN', 'swimsuit', 'beachwear', 'girls', None, None, None]"
86720,10434,ae-110k,train,2018-2019 new jersey 18 19 New Football Customized Name Numbers black white soccer jersey MBAPPE VERRATTI CAVANI football,,,,,,,"{""brand"": null, ""category"": ""camisa de futebol"", ""color"": ""black white"", ""model"": ""18 19"", ""intended_use"": ""futebol"", ""players"": [""MBAPPE"", ""VERRATTI"", ""CAVANI""]}","['brand', 'category', 'color', 'model', 'intended_use', 'players']","attribute: brand, value: None | attribute: category, value: camisa de futebol | attribute: color, value: black white | attribute: model, value: 18 19 | attribute: intended_use, value: futebol | attribute: players, value: ['MBAPPE', 'VERRATTI', 'CAVANI']","[None, 'camisa de futebol', 'black white', '18 19', 'futebol', ['MBAPPE', 'VERRATTI', 'CAVANI']]"
977379,31311,ae-110k,train,Kids Winter Skiing Goggles Snow Mask Double Layers Anti-fog Snowboard Mask Goggle Skating Goggles Eyeglasses,,,,,,,"{""category"": ""óculos de inverno"", ""intended_use"": ""esqui"", ""features"": [""Double Layers"", ""Anti-fog""], ""material"": ""tecido"", ""sizes"": ""Kids""}","['category', 'intended_use', 'features', 'material', 'sizes']","attribute: category, value: óculos de inverno | attribute: intended_use, value: esqui | attribute: features, value: ['Double Layers', 'Anti-fog'] | attribute: material, value: tecido | attribute: sizes, value: Kids","['óculos de inverno', 'esqui', ['Double Layers', 'Anti-fog'], 'tecido', 'Kids']"
243372,21420,ae-110k,train,"Antique old style 7/8 size violin with nice tone , one piece back violin",,,,,,,"{""size"": ""7/8"", ""material"": ""one piece back"", ""tone"": ""nice tone""}","['size', 'material', 'tone']","attribute: size, value: 7/8 | attribute: material, value: one piece back | attribute: tone, value: nice tone","['7/8', 'one piece back', 'nice tone']"
1354939,31793,ae-110k,train,Plus Size 33-41 Salsa/Jazz Women Dance Shoes Heel 3.5cm 5.5cm 6.5cm Satin Latin /Ballroom Dancing Shoes For Girls Adults wd162,,,,,,,"{""brand"": null, ""category"": ""dança"", ""size_range"": ""33-41"", ""heel_height"": [""3.5cm"", ""5.5cm"", ""6.5cm""], ""material"": ""Satin"", ""intended_use"": ""Salsa/Jazz, Ballroom Dancing""}","['brand', 'category', 'size_range', 'heel_height', 'material', 'intended_use']","attribute: brand, value: None | attribute: category, value: dança | attribute: size_range, value: 33-41 | attribute: heel_height, value: ['3.5cm', '5.5cm', '6.5cm'] | attribute: material, value: Satin | attribute: intended_use, value: Salsa/Jazz, Ballroom Dancing","[None, 'dança', '33-41', ['3.5cm', '5.5cm', '6.5cm'], 'Satin', 'Salsa/Jazz, Ballroom Dancing']"
394846,18551,ae-110k,train,Calofe Sports Bra Mesh Quick Dry Sports Top Tracksuit For Women Yoga Brassiere Breathable Multicolor Sports Topic Fake 2 Pieces,,,,,,,"{""brand"": ""Calofe"", ""category"": ""sportswear"", ""material"": ""mesh"", ""intended_use"": ""yoga, sports"", ""color"": ""multicolor""}","['brand', 'category', 'material', 'intended_use', 'color']","attribute: brand, value: Calofe | attribute: category, value: sportswear | attribute: material, value: mesh | attribute: intended_use, value: yoga, sports | attribute: color, value: multicolor","['Calofe', 'sportswear', 'mesh', 'yoga, sports', 'multicolor']"
531416,31914,ae-110k,train,Dancing Shoes Women/Girls Latin/Salsa/Tango Four Season Dance Shoes  High Heel Soft Sole Adult Ladies Ballroom Party Dance Shoes,,,,,,,"{""brand"": ""N/A"", ""category"": ""dança"", ""intended_use"": ""ballroom, party dance"", ""heel_type"": ""High Heel"", ""material"": ""Soft Sole"", ""seasonality"": ""Four Season"", ""style"": ""Latin/Salsa/Tango""}","['brand', 'category', 'intended_use', 'heel_type', 'material', 'seasonality', 'style']","attribute: brand, value: N/A | attribute: category, value: dança | attribute: intended_use, value: ballroom, party dance | attribute: heel_type, value: High Heel | attribute: material, value: Soft Sole | attribute: seasonality, value: Four Season | attribute: style, value: Latin/Salsa/Tango","['N/A', 'dança', 'ballroom, party dance', 'High Heel', 'Soft Sole', 'Four Season', 'Latin/Salsa/Tango']"
350126,36633,ae-110k,train,Brand New G400 Max Driver Pink G400 Max Golf Driver Golf Clubs 9.0/10.5 Degrees R/S Flex ALTA JCB Graphite Shaft With Head Cover,,,,,,,"{""brand"": ""G400 Max"", ""category"": ""Golf Clubs"", ""color"": ""Pink"", ""degrees"": [""9.0"", ""10.5""], ""flex"": ""R/S"", ""shaft"": ""ALTA JCB Graphite Shaft"", ""accessories"": ""Head Cover""}","['brand', 'category', 'color', 'degrees', 'flex', 'shaft', 'accessories']","attribute: brand, value: G400 Max | attribute: category, value: Golf Clubs | attribute: color, value: Pink | attribute: degrees, value: ['9.0', '10.5'] | attribute: flex, value: R/S | attribute: shaft, value: ALTA JCB Graphite Shaft | attribute: accessories, value: Head Cover","['G400 Max', 'Golf Clubs', 'Pink', ['9.0', '10.5'], 'R/S', 'ALTA JCB Graphite Shaft', 'Head Cover']"
1354941,6908,ae-110k,train,Plus Size 33-46 Soccer Shoes Men zapatillas Football Shoes Kids Cleats Indoor Superfly Chuteira Football zapatillas de futbol,,,,,,,"{""brand"": ""unknown"", ""category"": ""calçados esportivos"", ""size"": ""33-46"", ""intended_use"": ""futebol""}","['brand', 'category', 'size', 'intended_use']","attribute: brand, value: unknown | attribute: category, value: calçados esportivos | attribute: size, value: 33-46 | attribute: intended_use, value: futebol","['unknown', 'calçados esportivos', '33-46', 'futebol']"
83958,36702,ae-110k,train,2017 New Women Swimweawr Beach Multi Color Print Bikinis Set Cover-Ups Bather Bathing Suit Women Beachwear Women Beach Outwear,,,,,,,"{""category"": ""Bikini set"", ""intended_use"": ""Beach"", ""color"": ""Multi color print"", ""material"": null}","['category', 'intended_use', 'color', 'material']","attribute: category, value: Bikini set | attribute: intended_use, value: Beach | attribute: color, value: Multi color print | attribute: material, value: None","['Bikini set', 'Beach', 'Multi color print', None]"
